Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Use Static Analysis to Check Code Quality	Coding	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Work Against a Shared Backlog	Team	1	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Establish Responsible AI Values	Governance	3	2
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	2	3
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Actively Remove or Archive Features That are Not Used	Training	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Continuously Measure Model Quality and Performance	Training	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Use Continuous Integration	Coding	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Provide Audit Trails	Deployment	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Communicate, Align, and Collaborate With Others	Team	2	3
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Establish Responsible AI Values	Governance	1	0
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Perform Risk Assessments	Governance	3	4
Responsibility	Vulnerability	The ease with which the system can be (ab)used to achieve malicious purposes.	Serban	Enforce Fairness and Privacy	Governance	1	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Test for Social Bias in Training Data	Data	1	1
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	1	1
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	2	2
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Employ Interpretable Models When Possible	Training	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Peer Review Training Scripts	Training	3	3
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Automate Feature Generation and Selection	Training	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Continuously Measure Model Quality and Performance	Training	3	3
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Assess and Manage Subgroup Bias	Training	2	2
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Run Automated Regression Tests	Coding	2	2
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Use Continuous Integration	Coding	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Use Static Analysis to Check Code Quality	Coding	1	1
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Enable Shadow Deployment	Deployment	1	1
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Provide Audit Trails	Deployment	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Use A Collaborative Development Platform	Team	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Work Against a Shared Backlog	Team	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Decide Trade-Offs through Defined Team Process	Team	2	2
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Explain Results and Decisions to Users	Governance	0	0
Utility	Accuracy	The extent to which the ML system correctly predicts or models its target	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
